Date,Close,High,Low,Open,Volume
1994-10-18,7.7519378662109375,7.8125,7.630814075469971,7.7519378662109375,418166
1994-10-19,8.418120384216309,8.478681564331055,7.8125,7.8125,249950
1994-10-20,8.478681564331055,8.781492233276367,8.478681564331055,8.539243698120117,141590
1994-10-21,8.357558250427246,8.539243698120117,8.296996116638184,8.478681564331055,68731
1994-10-24,8.175871849060059,8.539243698120117,8.175871849060059,8.357558250427246,75749
1994-10-25,8.296996116638184,8.357558250427246,7.994185924530029,8.115309715270996,65222
1994-10-26,8.175871849060059,8.296996116638184,8.175871849060059,8.175871849060059,47678
1994-10-27,8.175871849060059,8.296996116638184,8.175871849060059,8.175871849060059,34882
1994-10-28,8.054747581481934,8.236433982849121,8.054747581481934,8.175871849060059,41280
1994-10-31,8.054747581481934,8.175871849060059,8.054747581481934,8.115309715270996,33850
1994-11-01,8.054747581481934,8.115309715270996,7.994185924530029,8.054747581481934,34056
1994-11-02,7.994185924530029,8.115309715270996,7.8125,8.054747581481934,75542
1994-11-03,7.933623790740967,8.115309715270996,7.933623790740967,8.054747581481934,56554
1994-11-04,7.7519378662109375,7.994185924530029,7.7519378662109375,7.933623790740967,67699
1994-11-07,7.7519378662109375,7.8730621337890625,7.7519378662109375,7.7519378662109375,73478
1994-11-08,7.8730621337890625,7.8730621337890625,7.7519378662109375,7.7519378662109375,106296
1994-11-09,7.8125,7.933623790740967,7.8125,7.8125,61920
1994-11-10,7.630814075469971,7.933623790740967,7.570251941680908,7.7519378662109375,76574
1994-11-11,7.570251941680908,7.691376209259033,7.388566017150879,7.691376209259033,80909
1994-11-14,7.630814075469971,7.691376209259033,7.388566017150879,7.509689807891846,65842
1994-11-15,7.449128150939941,7.630814075469971,7.388566017150879,7.449128150939941,70382
1994-11-16,7.509689807891846,7.570251941680908,7.388566017150879,7.449128150939941,85862
1994-11-17,7.570251941680908,7.570251941680908,7.388566017150879,7.388566017150879,99485
1994-11-18,7.388566017150879,7.509689807891846,7.388566017150879,7.509689807891846,113933
1994-11-21,7.509689807891846,7.630814075469971,7.388566017150879,7.509689807891846,136843
1994-11-22,7.509689807891846,7.570251941680908,7.449128150939941,7.449128150939941,93086
1994-11-23,7.570251941680908,7.570251941680908,7.449128150939941,7.449128150939941,48504
1994-11-25,7.570251941680908,7.570251941680908,7.388566017150879,7.388566017150879,33850
1994-11-28,7.691376209259033,7.691376209259033,7.509689807891846,7.570251941680908,68525
1994-11-29,7.630814075469971,7.7519378662109375,7.630814075469971,7.691376209259033,48091
1994-11-30,7.7519378662109375,7.8125,7.630814075469971,7.691376209259033,72653
1994-12-01,7.8125,7.8125,7.691376209259033,7.7519378662109375,68731
1994-12-02,7.691376209259033,7.8125,7.691376209259033,7.7519378662109375,31579
1994-12-05,7.691376209259033,7.7519378662109375,7.630814075469971,7.630814075469971,45614
1994-12-06,7.691376209259033,7.691376209259033,7.570251941680908,7.630814075469971,43344
1994-12-07,7.691376209259033,7.691376209259033,7.570251941680908,7.570251941680908,34056
1994-12-08,7.630814075469971,7.7519378662109375,7.630814075469971,7.630814075469971,38597
1994-12-09,7.630814075469971,7.691376209259033,7.570251941680908,7.570251941680908,72653
1994-12-12,7.630814075469971,7.7519378662109375,7.630814075469971,7.691376209259033,31992
1994-12-13,7.630814075469971,7.691376209259033,7.630814075469971,7.691376209259033,69350
1994-12-14,7.7519378662109375,7.7519378662109375,7.570251941680908,7.691376209259033,112901
1994-12-15,7.7519378662109375,7.8730621337890625,7.691376209259033,7.7519378662109375,44170
1994-12-16,7.994185924530029,8.175871849060059,7.8125,7.8730621337890625,83386
1994-12-19,8.115309715270996,8.236433982849121,7.994185924530029,8.054747581481934,79051
1994-12-20,8.115309715270996,8.115309715270996,7.8730621337890625,7.994185924530029,57586
1994-12-21,8.115309715270996,8.175871849060059,8.054747581481934,8.054747581481934,55109
1994-12-22,8.115309715270996,8.175871849060059,8.054747581481934,8.115309715270996,59443
1994-12-23,8.054747581481934,8.175871849060059,8.054747581481934,8.115309715270996,45408
1994-12-27,7.933623790740967,8.175871849060059,7.8730621337890625,7.994185924530029,47059
1994-12-28,8.054747581481934,8.054747581481934,7.933623790740967,7.994185924530029,42106
1994-12-29,7.994185924530029,7.994185924530029,7.933623790740967,7.994185924530029,65222
1994-12-30,8.296996116638184,8.296996116638184,7.933623790740967,7.994185924530029,106296
1995-01-03,8.175871849060059,8.236433982849121,8.115309715270996,8.175871849060059,47266
1995-01-04,7.994185924530029,8.175871849060059,7.994185924530029,8.115309715270996,21878
1995-01-05,8.054747581481934,8.115309715270996,7.933623790740967,7.994185924530029,16099
1995-01-06,8.054747581481934,8.054747581481934,7.933623790740967,7.994185924530029,16512
1995-01-09,8.236433982849121,8.296996116638184,8.054747581481934,8.054747581481934,49536
1995-01-10,8.236433982849121,8.357558250427246,8.175871849060059,8.357558250427246,20640
1995-01-11,8.236433982849121,8.357558250427246,8.175871849060059,8.175871849060059,16718
1995-01-12,8.357558250427246,8.357558250427246,8.236433982849121,8.236433982849121,27038
1995-01-13,8.418120384216309,8.478681564331055,8.357558250427246,8.357558250427246,23736
1995-01-16,8.418120384216309,8.478681564331055,8.357558250427246,8.478681564331055,21053
1995-01-17,8.418120384216309,8.478681564331055,8.357558250427246,8.418120384216309,17338
1995-01-18,8.478681564331055,8.539243698120117,8.478681564331055,8.478681564331055,31579
1995-01-19,8.478681564331055,8.59980583190918,8.418120384216309,8.478681564331055,21878
1995-01-20,8.418120384216309,8.539243698120117,8.418120384216309,8.539243698120117,20227
1995-01-23,8.59980583190918,8.720930099487305,8.418120384216309,8.478681564331055,43757
1995-01-24,8.539243698120117,8.660367965698242,8.539243698120117,8.660367965698242,35088
1995-01-25,8.539243698120117,8.59980583190918,8.478681564331055,8.59980583190918,22704
1995-01-26,8.539243698120117,8.59980583190918,8.418120384216309,8.418120384216309,14448
1995-01-27,8.720930099487305,8.720930099487305,8.539243698120117,8.539243698120117,39010
1995-01-30,8.720930099487305,8.781492233276367,8.59980583190918,8.720930099487305,52838
1995-01-31,8.59980583190918,8.660367965698242,8.478681564331055,8.660367965698242,37978
1995-02-01,8.59980583190918,8.660367965698242,8.539243698120117,8.539243698120117,43757
1995-02-02,8.539243698120117,8.660367965698242,8.418120384216309,8.478681564331055,48504
1995-02-03,8.539243698120117,8.660367965698242,8.418120384216309,8.478681564331055,94531
1995-02-06,8.59980583190918,8.781492233276367,8.539243698120117,8.660367965698242,52838
1995-02-07,8.720930099487305,8.781492233276367,8.59980583190918,8.59980583190918,50362
1995-02-08,8.478681564331055,8.720930099487305,8.478681564331055,8.59980583190918,55315
1995-02-09,8.720930099487305,8.781492233276367,8.59980583190918,8.59980583190918,56966
1995-02-10,8.720930099487305,8.720930099487305,8.59980583190918,8.720930099487305,21259
1995-02-13,8.720930099487305,8.781492233276367,8.660367965698242,8.660367965698242,34469
1995-02-14,8.84205436706543,8.84205436706543,8.660367965698242,8.720930099487305,29515
1995-02-15,9.0237398147583,9.084301948547363,8.902615547180176,8.902615547180176,79877
1995-02-16,9.205426216125488,9.205426216125488,9.0237398147583,9.084301948547363,73685
1995-02-17,9.205426216125488,9.326549530029297,9.084301948547363,9.205426216125488,132096
1995-02-21,9.0237398147583,9.205426216125488,9.0237398147583,9.144864082336426,33437
1995-02-22,9.144864082336426,9.205426216125488,8.963177680969238,9.144864082336426,21878
1995-02-23,8.84205436706543,9.0237398147583,8.720930099487305,9.0237398147583,43138
1995-02-24,9.084301948547363,9.084301948547363,8.902615547180176,8.902615547180176,46234
1995-02-27,8.963177680969238,9.144864082336426,8.963177680969238,9.0237398147583,38597
1995-02-28,9.205426216125488,9.26598834991455,9.0237398147583,9.0237398147583,24768
1995-03-01,9.144864082336426,9.205426216125488,9.0237398147583,9.205426216125488,14861
1995-03-02,9.084301948547363,9.144864082336426,9.0237398147583,9.084301948547363,14861
1995-03-03,9.084301948547363,9.144864082336426,9.0237398147583,9.084301948547363,16099
1995-03-06,8.963177680969238,9.0237398147583,8.84205436706543,9.0237398147583,15686
1995-03-07,8.963177680969238,9.0237398147583,8.84205436706543,8.902615547180176,33024
1995-03-08,8.963177680969238,8.963177680969238,8.84205436706543,8.963177680969238,43344
1995-03-09,9.0237398147583,9.084301948547363,9.0237398147583,9.0237398147583,13003
1995-03-10,9.0237398147583,9.0237398147583,8.963177680969238,9.0237398147583,19402
1995-03-13,9.0237398147583,9.084301948547363,8.963177680969238,8.963177680969238,40661
1995-03-14,8.963177680969238,9.144864082336426,8.84205436706543,9.144864082336426,45821
1995-03-15,8.781492233276367,9.084301948547363,8.720930099487305,9.0237398147583,37152
1995-03-16,8.902615547180176,8.902615547180176,8.539243698120117,8.720930099487305,70589
1995-03-17,8.902615547180176,9.0237398147583,8.781492233276367,8.84205436706543,28277
1995-03-20,8.84205436706543,8.963177680969238,8.781492233276367,8.84205436706543,47678
1995-03-21,8.781492233276367,8.963177680969238,8.781492233276367,8.84205436706543,19195
1995-03-22,8.781492233276367,8.781492233276367,8.660367965698242,8.720930099487305,29722
1995-03-23,8.84205436706543,8.84205436706543,8.720930099487305,8.720930099487305,19402
1995-03-24,8.720930099487305,8.963177680969238,8.720930099487305,8.84205436706543,37565
1995-03-27,8.720930099487305,8.84205436706543,8.660367965698242,8.660367965698242,44995
1995-03-28,8.720930099487305,8.781492233276367,8.660367965698242,8.720930099487305,48091
1995-03-29,8.84205436706543,8.902615547180176,8.720930099487305,8.720930099487305,27038
1995-03-30,8.720930099487305,8.902615547180176,8.720930099487305,8.84205436706543,22498
1995-03-31,8.781492233276367,8.84205436706543,8.720930099487305,8.720930099487305,31579
1995-04-03,8.720930099487305,8.781492233276367,8.660367965698242,8.660367965698242,28896
1995-04-04,8.781492233276367,8.84205436706543,8.720930099487305,8.720930099487305,12384
1995-04-05,8.781492233276367,8.902615547180176,8.720930099487305,8.720930099487305,31373
1995-04-06,8.720930099487305,8.84205436706543,8.720930099487305,8.84205436706543,30341
1995-04-07,8.781492233276367,8.84205436706543,8.660367965698242,8.660367965698242,34262
1995-04-10,8.84205436706543,8.902615547180176,8.84205436706543,8.84205436706543,22498
1995-04-11,8.781492233276367,8.84205436706543,8.720930099487305,8.781492233276367,41899
1995-04-12,8.84205436706543,8.902615547180176,8.720930099487305,8.84205436706543,42106
1995-04-13,8.902615547180176,8.902615547180176,8.781492233276367,8.902615547180176,27658
1995-04-17,8.902615547180176,8.902615547180176,8.660367965698242,8.781492233276367,56554
1995-04-18,8.902615547180176,8.963177680969238,8.781492233276367,8.902615547180176,24562
1995-04-19,8.84205436706543,8.902615547180176,8.84205436706543,8.902615547180176,16925
1995-04-20,8.902615547180176,8.902615547180176,8.781492233276367,8.902615547180176,16925
1995-04-21,8.84205436706543,8.963177680969238,8.720930099487305,8.963177680969238,31786
1995-04-24,8.963177680969238,8.963177680969238,8.781492233276367,8.781492233276367,23323
1995-04-25,8.963177680969238,9.0237398147583,8.902615547180176,8.963177680969238,77400
1995-04-26,8.781492233276367,8.902615547180176,8.720930099487305,8.902615547180176,38597
1995-04-27,8.84205436706543,8.84205436706543,8.720930099487305,8.781492233276367,15480
1995-04-28,8.902615547180176,8.902615547180176,8.781492233276367,8.781492233276367,21878
1995-05-01,8.902615547180176,8.902615547180176,8.720930099487305,8.720930099487305,42725
1995-05-02,8.963177680969238,8.963177680969238,8.84205436706543,8.84205436706543,21878
1995-05-03,8.84205436706543,8.963177680969238,8.781492233276367,8.902615547180176,22498
1995-05-04,9.0237398147583,9.0237398147583,8.781492233276367,8.84205436706543,43963
1995-05-05,9.26598834991455,9.26598834991455,8.902615547180176,8.963177680969238,78638
1995-05-08,9.568798065185547,9.689922332763672,9.447673797607422,9.447673797607422,129826
